Order ID,Customer ID,Order Date,Ship Date,Delivery Date,Ship Mode,Postal Code,Market,Order Priority,Deadline Date,Order Status
CA-2012-162544-SG-20080,['SG-20080'],2012-12-16,2012-12-19,2012-12-21,First Class,['1213910502935'],US,['Medium'],2013-01-25,Delivered
CA-2012-162607-RO-19780,['RO-19780'],2012-12-05,2012-12-24,2012-12-28,Standard Class,['1213910502935'],US,['Medium'],2013-01-14,Delivered
CA-2012-162621-CA-12055,['CA-12055'],2012-05-09,2012-06-17,2012-06-24,Standard Class,['31399841400'],US,['Medium'],2012-06-18,Delivered
CA-2012-162761-SC-20575,['SC-20575'],2012-09-10,2012-10-13,2012-10-16,Standard Class,['101393322109'],US,['Medium'],2012-10-20,Delivered
CA-2012-162782-PW-19240,['PW-19240'],2012-02-21,2012-02-27,2012-02-29,Standard Class,['6139622774'],US,['Medium'],2012-04-01,Delivered
CA-2012-162887-SV-20785,['SV-20785'],2012-07-11,2012-08-06,2012-08-07,Second Class,['61391031531'],US,['Medium'],2012-08-20,Delivered
CA-2012-162950-DW-13585,['DW-13585'],2012-06-28,2012-07-23,2012-07-27,Second Class,['61397423281'],US,['Medium'],2012-08-07,Delivered
CA-2012-162964-MF-18250,['MF-18250'],2012-12-11,2013-01-11,2013-01-16,Standard Class,['31399841400'],US,['Low'],2013-01-20,Delivered
CA-2012-163055-DS-13180,['DS-13180'],2012-09-08,2012-10-15,2012-10-18,Standard Class,['3139646904'],US,['Medium'],2012-10-18,Delivered
CA-2012-163090-GH-14665,['GH-14665'],2012-11-17,2012-11-21,2012-11-23,Second Class,['3139436696'],US,['Medium'],2012-12-27,Delivered
CA-2012-163104-MC-18130,['MC-18130'],2012-03-19,2012-03-26,2012-03-29,Standard Class,['121391921910'],US,['Medium'],2012-04-28,Delivered
CA-2012-163181-AB-10105,['AB-10105'],2012-07-11,2012-08-15,2012-08-18,Standard Class,['31399841400'],US,['Medium'],2012-08-20,Delivered
CA-2012-163237-EM-14095,['EM-14095'],2012-07-08,2012-08-15,2012-08-19,Second Class,['1013910383063'],US,['High'],2012-08-17,Delivered
CA-2012-163440-RD-19900,['RD-19900'],2012-03-22,2012-03-24,2012-03-27,First Class,['121391923212'],US,['Critical'],2012-05-01,Delivered
CA-2012-163587-EP-13915,['EP-13915'],2012-03-14,2012-03-18,2012-03-20,Standard Class,['6139699944'],US,['Medium'],2012-04-23,Delivered
CA-2012-163734-KM-16375,['KM-16375'],2012-06-19,2012-06-24,2012-06-27,Standard Class,['31399841400'],US,['Medium'],2012-07-29,Delivered
CA-2012-163762-JE-15475,['JE-15475'],2012-11-27,2012-12-25,2012-12-28,Standard Class,['61397032289'],US,['Medium'],2013-01-06,Delivered
CA-2012-163895-NS-18640,['NS-18640'],2012-07-08,2012-07-12,2012-07-16,Standard Class,['12139432440'],US,['High'],2012-08-17,Delivered
CA-2012-163923-BD-11560,['BD-11560'],2012-05-30,2012-06-24,2012-06-29,Standard Class,['1013910383063'],US,['High'],2012-07-09,Delivered
CA-2012-163965-SS-20875,['SS-20875'],2012-11-20,2012-11-27,2012-12-06,Standard Class,['101393322109'],US,['Low'],2012-12-30,Delivered
CA-2012-164007-MG-17695,['MG-17695'],2012-08-06,2012-08-28,2012-09-02,Standard Class,['3139436696'],US,['Medium'],2012-09-15,Delivered
CA-2012-164084-AG-10525,['AG-10525'],2012-07-09,2012-07-31,2012-08-04,Standard Class,['61397032289'],US,['Medium'],2012-08-18,Delivered
CA-2012-164301-EB-13840,['EB-13840'],2012-03-26,2012-03-30,2012-04-01,Standard Class,['1213910502935'],US,['Medium'],2012-05-05,Delivered
CA-2012-164336-MW-18220,['MW-18220'],2012-05-07,2012-05-23,2012-05-25,Standard Class,['61397772498'],US,['Medium'],2012-06-16,Delivered
CA-2012-164427-AR-10405,['AR-10405'],2012-07-31,2012-08-09,2012-08-14,Standard Class,['101396551339'],US,['Medium'],2012-09-09,Delivered
CA-2012-164441-AC-10450,['AC-10450'],2012-08-11,2012-09-15,2012-09-20,Standard Class,['61397032289'],US,['Medium'],2012-09-20,Delivered
CA-2012-164497-AJ-10945,['AJ-10945'],2012-11-28,2012-11-30,2012-12-12,First Class,['121391922842'],US,['Medium'],2013-01-07,Delivered
CA-2012-164539-PO-19180,['PO-19180'],2012-11-16,2012-11-22,2012-11-29,Standard Class,['61397032289'],US,['Low'],2012-12-26,Delivered
CA-2012-164567-GK-14620,['GK-14620'],2012-06-15,2012-06-19,2012-06-27,Standard Class,['121391921910'],US,['Medium'],2012-07-25,Delivered
CA-2012-164623-MS-17770,['MS-17770'],2012-10-20,2012-10-22,2012-10-24,First Class,['61397032289'],US,['High'],2012-11-29,Delivered
CA-2012-164777-SC-20305,['SC-20305'],2012-01-27,2012-01-29,2012-02-03,First Class,['121391921910'],US,['High'],2012-03-07,Delivered
CA-2012-164833-LL-16840,['LL-16840'],2012-04-06,2012-04-06,2012-04-14,Same Day,['1213910502935'],US,['High'],2012-05-16,Delivered
CA-2012-164882-SG-20080,['SG-20080'],2012-10-31,2012-10-31,2012-11-06,Same Day,['121391922676'],US,['Critical'],2012-12-10,Delivered
CA-2012-165050-AH-10210,['AH-10210'],2012-07-12,2012-08-03,2012-08-10,First Class,['61397032289'],US,['Medium'],2012-08-21,Delivered
CA-2012-165057-SC-20725,['SC-20725'],2012-11-09,2012-11-27,2012-12-02,Standard Class,['121391922676'],US,['Medium'],2012-12-19,Returned
CA-2012-165085-BT-11485,['BT-11485'],2012-12-27,2012-12-31,2013-01-07,Standard Class,['6139622750'],US,['Medium'],2013-02-05,Delivered
CA-2012-165162-HG-15025,['HG-15025'],2012-05-14,2012-05-21,2012-05-24,Standard Class,['121391921910'],US,['Low'],2012-06-23,Delivered
CA-2012-165414-LS-17245,['LS-17245'],2012-12-21,2012-12-24,2013-01-01,First Class,['101397181506'],US,['High'],2013-01-30,Delivered
CA-2012-165554-AJ-10780,['AJ-10780'],2012-05-18,2012-05-22,2012-05-28,Standard Class,['121391921910'],US,['Medium'],2012-06-27,Delivered
CA-2012-165624-FH-14350,['FH-14350'],2012-08-23,2012-08-28,2012-09-03,Standard Class,['10139352210'],US,['Medium'],2012-10-02,Delivered
CA-2012-165799-SG-20470,['SG-20470'],2012-06-29,2012-07-30,2012-08-04,First Class,['61397032289'],US,['Critical'],2012-08-08,Delivered
CA-2012-165813-BM-11785,['BM-11785'],2012-03-20,2012-03-22,2012-03-27,Second Class,['121397522813'],US,['High'],2012-04-29,Delivered
CA-2012-166135-SC-20440,['SC-20440'],2012-01-10,,,Standard Class,['12139252222'],US,['Medium'],2012-02-19,Canceled
CA-2012-166219-BP-11185,['BP-11185'],2012-08-28,2012-10-04,2012-10-13,Standard Class,['3139984859'],US,['High'],2012-10-07,Delivered
CA-2012-166338-MP-18175,['MP-18175'],2012-06-12,2012-07-12,2012-07-16,First Class,['61397423281'],US,['High'],2012-07-22,Delivered
CA-2012-166464-PG-18895,['PG-18895'],2012-12-09,2013-01-06,2013-01-08,Standard Class,['61397032289'],US,['Medium'],2013-01-18,Delivered
CA-2012-166492-RP-19390,['RP-19390'],2012-07-04,2012-08-06,2012-08-09,First Class,['61397032289'],US,['Medium'],2012-08-13,Delivered
CA-2012-166583-VD-21670,['VD-21670'],2012-06-26,2012-06-30,2012-07-02,Standard Class,['31399841400'],US,['Medium'],2012-08-05,Delivered
CA-2012-166604-AH-10690,['AH-10690'],2012-05-15,2012-05-20,2012-05-25,Second Class,['101393522748'],US,['High'],2012-06-24,Delivered
CA-2012-166800-AG-10300,['AG-10300'],2012-11-19,2012-11-26,2012-12-01,Standard Class,['121396971791'],US,['Medium'],2012-12-29,Delivered
CA-2012-166947-EB-13750,['EB-13750'],2012-05-06,2012-05-07,2012-05-10,Standard Class,['6139703518'],US,['Medium'],2012-06-15,Delivered
CA-2012-166975-SH-20635,['SH-20635'],2012-11-26,2012-11-30,2012-12-06,Standard Class,['101399811505'],US,['High'],2013-01-05,Delivered
CA-2012-167010-VT-21700,['VT-21700'],2012-05-04,2012-06-08,2012-06-11,Standard Class,['61397772498'],US,['Medium'],2012-06-13,Delivered
CA-2012-167255-RH-19510,['RH-19510'],2012-09-27,2012-09-29,2012-10-05,Second Class,['121391922842'],US,['High'],2012-11-06,Delivered
CA-2012-167269-PB-19150,['PB-19150'],2012-06-16,2012-06-20,2012-06-24,Standard Class,['61397772498'],US,['Medium'],2012-07-26,Delivered
CA-2012-167374-GM-14500,['GM-14500'],2012-03-26,2012-03-30,2012-04-04,Second Class,['61397772498'],US,['Medium'],2012-05-05,Delivered
CA-2012-167479-AI-10855,['AI-10855'],2012-03-14,2012-03-19,2012-03-22,Standard Class,['121391922745'],US,['Medium'],2012-04-23,Delivered
CA-2012-167696-BD-11500,['BD-11500'],2012-09-16,2012-09-21,2012-09-26,Standard Class,['1013910382293'],US,['Medium'],2012-10-26,Delivered
CA-2012-167745-GB-14530,['GB-14530'],2012-09-18,2012-09-23,2012-09-30,Standard Class,['121391921910'],US,['Medium'],2012-10-28,Delivered
CA-2012-168004-DJ-13420,['DJ-13420'],2012-04-10,2012-04-14,2012-04-25,Second Class,['101393523459'],US,['Medium'],2012-05-20,Delivered
CA-2012-168088-CM-12655,['CM-12655'],2012-03-19,2012-03-22,2012-03-28,First Class,['31399841400'],US,['Critical'],2012-04-28,Delivered
CA-2012-168186-AB-10150,['AB-10150'],2012-10-09,2012-11-02,2012-11-09,Standard Class,['31397453288'],US,['High'],2012-11-18,Delivered
CA-2012-168207-LT-17110,['LT-17110'],2012-02-11,2012-03-21,2012-03-25,Standard Class,['121391922839'],US,['Medium'],2012-03-22,Delivered
CA-2012-168277-KB-16315,['KB-16315'],2012-05-29,2012-06-21,2012-06-28,Standard Class,['31394391455'],US,['Medium'],2012-07-08,Delivered
CA-2012-168459-MC-17275,['MC-17275'],2012-11-22,2012-11-27,2012-12-03,Standard Class,['101399812088'],US,['Medium'],2013-01-01,Delivered
CA-2012-168480-DM-12955,['DM-12955'],2012-09-21,2012-09-27,2012-10-04,Standard Class,['31396461864'],US,['Medium'],2012-10-31,Delivered
CA-2012-168529-MB-17305,['MB-17305'],2012-08-10,2012-08-27,2012-09-01,Standard Class,['121391922842'],US,['Medium'],2012-09-19,Delivered
CA-2012-168564-TT-21220,['TT-21220'],2012-08-08,2012-08-08,2012-08-18,Same Day,['121391922842'],US,['High'],2012-09-17,Delivered
CA-2012-168634-AF-10870,['AF-10870'],2012-06-12,2012-06-25,2012-07-02,Standard Class,['121391922842'],US,['Medium'],2012-07-22,Delivered
CA-2012-168746-SV-20365,['SV-20365'],2012-01-27,2012-01-29,2012-02-06,Second Class,['6139742746'],US,['High'],2012-03-07,Delivered
CA-2012-168760-MM-18280,['MM-18280'],2012-09-22,2012-09-26,2012-10-02,Second Class,['121391921910'],US,['High'],2012-11-01,Delivered
CA-2012-168767-DM-12955,['DM-12955'],2012-10-04,2012-10-13,2012-10-15,Standard Class,['121391922770'],US,['Medium'],2012-11-13,Delivered
CA-2012-168809-MC-18100,['MC-18100'],2012-08-25,2012-08-25,2012-09-01,Same Day,['31399841400'],US,['High'],2012-10-04,Delivered
CA-2012-1690-RA-9885,['RA-9885'],2012-10-02,2012-11-04,2012-11-11,Standard Class,['1227483249'],Canada,['Low'],2012-11-11,Delivered
CA-2012-169201-HG-14965,['HG-14965'],2012-09-28,2012-11-01,2012-11-10,First Class,['121391922842'],US,['Critical'],2012-11-07,Delivered
CA-2012-169278-ME-18010,['ME-18010'],2012-05-21,2012-05-25,2012-05-27,Standard Class,['1213910502935'],US,['Medium'],2012-06-30,Delivered
CA-2012-169299-DO-13435,['DO-13435'],2012-08-24,2012-08-26,2012-08-31,First Class,['121397522573'],US,['Medium'],2012-10-03,Delivered
CA-2012-169397-JB-15925,['JB-15925'],2012-12-24,2012-12-27,2013-01-03,First Class,['6139742955'],US,['Medium'],2013-02-02,Delivered
CA-2012-169537-JH-15820,['JH-15820'],2012-03-09,2012-03-25,2012-03-30,Second Class,['31396461389'],US,['High'],2012-04-18,Delivered
CA-2012-169572-AG-10525,['AG-10525'],2012-06-09,2012-06-30,2012-07-04,Standard Class,['1013910382703'],US,['Medium'],2012-07-19,Delivered
CA-2012-169656-EJ-13720,['EJ-13720'],2012-08-13,,,First Class,['61397772498'],US,['High'],2012-09-22,Canceled
CA-2012-169677-KS-16300,['KS-16300'],2012-01-13,2012-01-15,2012-01-18,Second Class,['10139352775'],US,['High'],2012-02-22,Delivered
CA-2012-169733-GM-14500,['GM-14500'],2012-10-22,2012-10-26,2012-10-28,Second Class,['101393321390'],US,['High'],2012-12-01,Delivered
CA-2012-169740-LM-17065,['LM-17065'],2012-02-20,2012-02-25,2012-02-27,Standard Class,['10139741398'],US,['Medium'],2012-03-31,Delivered
CA-2012-169796-Dp-13240,['Dp-13240'],2012-09-11,2012-10-09,2012-10-14,Standard Class,['61397032289'],US,['High'],2012-10-21,Delivered
CA-2012-1970-MH-7620,['MH-7620'],2012-11-29,2012-12-13,2012-12-15,Second Class,['1228812682'],Canada,['High'],2013-01-08,Delivered
CA-2012-200-AF-870,['AF-870'],2012-11-26,2012-11-30,2012-12-04,Standard Class,['1227482494'],Canada,['High'],2013-01-05,Delivered
CA-2012-2020-AC-450,['AC-450'],2012-06-25,2012-06-29,2012-07-04,Standard Class,['1228812682'],Canada,['High'],2012-08-04,Delivered
CA-2012-220-DM-3525,['DM-3525'],2012-05-15,2012-05-19,2012-05-21,Standard Class,['1226073511'],Canada,['Medium'],2012-06-24,Delivered
CA-2012-2420-JL-5130,['JL-5130'],2012-02-06,2012-03-13,2012-03-15,Standard Class,['1227482388'],Canada,['High'],2012-03-17,Delivered
CA-2012-270-RS-9420,['RS-9420'],2012-04-09,2012-05-05,2012-05-11,Standard Class,['1226073511'],Canada,['Medium'],2012-05-19,Delivered
CA-2012-2740-NF-8475,['NF-8475'],2012-02-10,2012-03-02,2012-03-08,Standard Class,['12233565'],Canada,['Medium'],2012-03-21,Delivered
CA-2012-2760-AZ-750,['AZ-750'],2012-07-10,2012-07-29,2012-08-07,Second Class,['1227482397'],Canada,['High'],2012-08-19,Delivered
CA-2012-2910-PO-8865,['PO-8865'],2012-04-06,2012-05-10,2012-05-12,Standard Class,['12233989'],Canada,['Medium'],2012-05-16,Delivered
CA-2012-2920-CS-2130,['CS-2130'],2012-03-20,2012-03-25,2012-03-28,Second Class,['12233989'],Canada,['Medium'],2012-04-29,Delivered
CA-2012-3180-SJ-10215,['SJ-10215'],2012-08-06,2012-08-09,2012-08-13,Standard Class,['122748531'],Canada,['Medium'],2012-09-15,Delivered
CA-2012-3440-PC-9000,['PC-9000'],2012-02-04,2012-02-24,2012-02-29,Second Class,['1228192633'],Canada,['Medium'],2012-03-15,Delivered
CA-2012-4520-CC-2220,['CC-2220'],2012-08-29,2012-09-18,2012-09-21,Standard Class,['1228191798'],Canada,['High'],2012-10-08,Delivered
CA-2012-4560-PR-8880,['PR-8880'],2012-12-24,2012-12-26,2013-01-08,First Class,['1227482026'],Canada,['High'],2013-02-02,Delivered
CA-2012-4710-EM-3960,['EM-3960'],2012-05-30,2012-07-02,2012-07-05,Second Class,['1228192633'],Canada,['High'],2012-07-09,Delivered
CA-2012-4750-NP-8325,['NP-8325'],2012-08-20,2012-08-26,2012-08-29,Standard Class,['1228191798'],Canada,['Medium'],2012-09-29,Delivered
CA-2012-4870-TZ-11445,['TZ-11445'],2012-08-16,2012-08-20,2012-08-23,Standard Class,['1227481315'],Canada,['High'],2012-09-25,Delivered
CA-2012-490-JL-5235,['JL-5235'],2012-11-20,2012-11-26,2012-12-05,Standard Class,['1228191798'],Canada,['Medium'],2012-12-30,Delivered
CA-2012-5460-BP-1155,['BP-1155'],2012-01-05,2012-02-12,2012-02-18,First Class,['12233989'],Canada,['Critical'],2012-02-14,Delivered
CA-2012-5610-EM-3825,['EM-3825'],2012-07-06,2012-07-24,2012-07-29,Standard Class,['1227482026'],Canada,['Medium'],2012-08-15,Delivered
CA-2012-5670-BF-1080,['BF-1080'],2012-06-29,2012-08-03,2012-08-05,Second Class,['12233989'],Canada,['High'],2012-08-08,Delivered
CA-2012-5710-LH-7155,['LH-7155'],2012-03-09,,,Second Class,['1227482134'],Canada,['Medium'],2012-04-18,Canceled
CA-2012-6010-JH-5910,['JH-5910'],2012-04-16,2012-04-22,2012-04-28,Standard Class,['1227482327'],Canada,['Medium'],2012-05-26,Delivered
CA-2012-6060-HA-4920,['HA-4920'],2012-05-16,2012-05-22,2012-06-01,Standard Class,['1221713111'],Canada,['Medium'],2012-06-25,Delivered
CA-2012-6570-CJ-2010,['CJ-2010'],2012-07-17,2012-07-21,2012-07-28,Standard Class,['122171795'],Canada,['Medium'],2012-08-26,Delivered
CA-2012-6700-KB-6600,['KB-6600'],2012-08-28,2012-08-30,2012-09-02,First Class,['1227482026'],Canada,['High'],2012-10-07,Delivered
CA-2012-7120-AS-135,['AS-135'],2012-09-05,2012-09-18,2012-09-25,Standard Class,['12233989'],Canada,['Medium'],2012-10-15,Delivered
CA-2012-7440-AA-375,['AA-375'],2012-09-27,2012-11-05,2012-11-07,Standard Class,['1228192180'],Canada,['Medium'],2012-11-06,Delivered
CA-2012-7460-JM-5865,['JM-5865'],2012-11-28,2012-12-13,2012-12-18,First Class,['1227482397'],Canada,['Medium'],2013-01-07,Delivered
CA-2012-7880-ND-8460,['ND-8460'],2012-09-15,2012-09-19,2012-09-22,Standard Class,['1227483249'],Canada,['Medium'],2012-10-25,Delivered
CA-2012-8000-PO-9195,['PO-9195'],2012-12-13,2012-12-15,2012-12-17,Second Class,['12233989'],Canada,['High'],2013-01-22,Delivered
CA-2012-8480-SV-10365,['SV-10365'],2012-08-20,2012-08-24,2012-08-30,Second Class,['1221713357'],Canada,['Medium'],2012-09-29,Delivered
CA-2012-8520-DB-3120,['DB-3120'],2012-11-23,2012-11-27,2012-12-01,Standard Class,['1227481315'],Canada,['Medium'],2013-01-02,Delivered
CA-2012-8770-EM-4095,['EM-4095'],2012-06-08,2012-07-09,2012-07-11,First Class,['1227291306'],Canada,['High'],2012-07-18,Delivered
CA-2012-8790-RH-9600,['RH-9600'],2012-07-07,2012-07-18,2012-07-22,First Class,['1221713357'],Canada,['High'],2012-08-16,Delivered
CA-2012-8880-NM-8445,['NM-8445'],2012-06-25,2012-06-27,2012-07-03,First Class,['1228192180'],Canada,['Critical'],2012-08-04,Delivered
CA-2012-890-SL-10155,['SL-10155'],2012-06-12,2012-06-26,2012-06-30,First Class,['1221713357'],Canada,['High'],2012-07-22,Delivered
CA-2012-8910-NG-8355,['NG-8355'],2012-05-02,2012-05-02,2012-05-09,Same Day,['12233989'],Canada,['High'],2012-06-11,Delivered
CA-2012-8950-AC-450,['AC-450'],2012-02-04,2012-02-08,2012-02-14,Standard Class,['1227482134'],Canada,['High'],2012-03-15,Delivered
CA-2012-9170-CA-2055,['CA-2055'],2012-04-16,2012-04-19,2012-04-25,First Class,['1227483498'],Canada,['Medium'],2012-05-26,Delivered
CA-2012-9570-LC-6885,['LC-6885'],2012-11-23,2012-11-27,2012-11-30,Standard Class,['1226073511'],Canada,['Medium'],2013-01-02,Delivered
CA-2012-9600-MZ-7515,['MZ-7515'],2012-12-07,2013-01-03,2013-01-11,Standard Class,['1228192180'],Canada,['Medium'],2013-01-16,Delivered
CA-2012-9610-NH-8610,['NH-8610'],2012-05-06,2012-06-01,2012-06-07,Standard Class,['1227482327'],Canada,['Medium'],2012-06-15,Delivered
CA-2012-9650-AA-480,['AA-480'],2012-07-06,2012-07-08,2012-07-11,Standard Class,['1227483249'],Canada,['Medium'],2012-08-15,Delivered
CA-2012-9840-LB-6735,['LB-6735'],2012-06-25,2012-06-29,2012-07-03,Standard Class,['122748480'],Canada,['Medium'],2012-08-04,Delivered
CA-2012-9840-RR-9525,['RR-9525'],2012-01-11,2012-02-16,,Standard Class,['1227482327'],Canada,['High'],2012-02-20,Canceled
CA-2012-9860-DH-3675,['DH-3675'],2012-12-06,2013-01-06,2013-01-11,Standard Class,['122748480'],Canada,['Medium'],2013-01-15,Delivered
CA-2013-100041-BF-10975,['BF-10975'],2013-11-21,2013-11-26,2013-12-06,Standard Class,['3139439775'],US,['Medium'],2013-12-31,Delivered
CA-2013-100083-CD-11980,['CD-11980'],2013-11-25,2013-11-30,2013-12-07,Standard Class,['121397522076'],US,['Medium'],2014-01-04,Delivered
CA-2013-100153-KH-16630,['KH-16630'],2013-12-14,2013-12-18,2013-12-20,Standard Class,['31397452323'],US,['High'],2014-01-23,Delivered
CA-2013-100244-GM-14695,['GM-14695'],2013-09-21,2013-09-25,2013-10-03,Standard Class,['121391922842'],US,['High'],2013-10-31,Delivered
CA-2013-100300-MJ-17740,['MJ-17740'],2013-06-25,2013-06-27,2013-07-04,Second Class,['121391922839'],US,['High'],2013-08-04,Delivered
CA-2013-100307-TC-21475,['TC-21475'],2013-12-16,2013-12-20,2013-12-27,Standard Class,['10139741066'],US,['Medium'],2014-01-25,Delivered
CA-2013-100468-AT-10435,['AT-10435'],2013-11-25,2013-12-18,2013-12-22,Standard Class,['121391921910'],US,['Medium'],2014-01-04,Delivered
CA-2013-100510-HM-14860,['HM-14860'],2013-05-13,2013-05-18,2013-05-21,Standard Class,['61397032289'],US,['Medium'],2013-06-22,Delivered
CA-2013-100587-SL-20155,['SL-20155'],2013-11-12,2013-12-15,2013-12-19,Standard Class,['61397032289'],US,['High'],2013-12-22,Delivered
CA-2013-100671-CS-12490,['CS-12490'],2013-02-11,2013-03-07,2013-03-09,First Class,['3139984783'],US,['Critical'],2013-03-23,Delivered
CA-2013-100790-JG-15805,['JG-15805'],2013-06-27,2013-07-30,2013-08-04,Standard Class,['61397032289'],US,['Medium'],2013-08-06,Delivered
CA-2013-100944-EH-13765,['EH-13765'],2013-09-25,2013-09-29,2013-10-06,Standard Class,['121391921910'],US,['Medium'],2013-11-04,Delivered
CA-2013-100965-RM-19375,['RM-19375'],2013-08-07,2013-09-13,2013-09-18,Standard Class,['121391922848'],US,['Medium'],2013-09-16,Delivered
CA-2013-100993-AZ-10750,['AZ-10750'],2013-05-02,,,Standard Class,['121391922839'],US,['Medium'],2013-06-11,Canceled
CA-2013-101161-BW-11110,['BW-11110'],2013-10-14,2013-10-21,2013-10-29,Standard Class,['61397032289'],US,['Low'],2013-11-23,Delivered
CA-2013-101168-SS-20140,['SS-20140'],2013-12-26,2014-02-02,2014-02-04,Standard Class,['61396992259'],US,['Medium'],2014-02-04,Delivered
CA-2013-101189-JB-15400,['JB-15400'],2013-04-02,2013-05-05,2013-05-08,Standard Class,['121391921910'],US,['Medium'],2013-05-12,Delivered
CA-2013-101329-MM-17920,['MM-17920'],2013-04-23,2013-04-30,2013-05-04,Standard Class,['61397032736'],US,['Medium'],2013-06-02,Delivered
CA-2013-101336-CK-12760,['CK-12760'],2013-11-14,2013-11-19,2013-11-30,Standard Class,['61397032289'],US,['Medium'],2013-12-24,Delivered
CA-2013-101343-RA-19885,['RA-19885'],2013-07-18,2013-07-23,2013-07-28,Standard Class,['121391921910'],US,['Medium'],2013-08-27,Delivered
CA-2013-101378-RH-19600,['RH-19600'],2013-07-15,2013-07-15,2013-07-17,Same Day,['10139311422'],US,['High'],2013-08-24,Delivered
CA-2013-101385-JW-16075,['JW-16075'],2013-09-26,2013-10-22,2013-10-26,Standard Class,['121391922842'],US,['Medium'],2013-11-05,Delivered
CA-2013-101448-EB-13930,['EB-13930'],2013-02-27,2013-04-01,2013-04-08,Second Class,['313910601738'],US,['High'],2013-04-08,Delivered
CA-2013-101469-KH-16360,['KH-16360'],2013-03-07,2013-04-12,2013-04-15,Standard Class,['101391038179'],US,['Medium'],2013-04-16,Delivered
CA-2013-101525-CM-12235,['CM-12235'],2013-02-05,2013-03-15,2013-03-21,Second Class,['10139741878'],US,['Critical'],2013-03-17,Delivered
CA-2013-101546-GK-14620,['GK-14620'],2013-12-19,2013-12-25,2014-01-03,Standard Class,['61397002193'],US,['Low'],2014-01-28,Delivered
CA-2013-101623-RR-19525,['RR-19525'],2013-02-28,2013-03-04,2013-03-10,Standard Class,['61397032289'],US,['Low'],2013-04-09,Delivered
CA-2013-101630-CK-12760,['CK-12760'],2013-02-19,2013-02-23,2013-02-26,Second Class,['61397031897'],US,['High'],2013-03-31,Delivered
CA-2013-101651-SC-20305,['SC-20305'],2013-12-25,2013-12-31,2014-01-04,Standard Class,['121391922848'],US,['Medium'],2014-02-03,Delivered
CA-2013-101672-DB-12910,['DB-12910'],2013-04-10,2013-05-12,2013-05-21,Standard Class,['121391921765'],US,['Medium'],2013-05-20,Delivered
CA-2013-101693-LC-17140,['LC-17140'],2013-06-26,2013-06-28,2013-07-03,Second Class,['31399841400'],US,['High'],2013-08-05,Delivered
CA-2013-101742-CR-12580,['CR-12580'],2013-09-24,,,Second Class,['61397032289'],US,['Medium'],2013-11-03,Canceled
CA-2013-101791-BS-11665,['BS-11665'],2013-05-28,2013-06-24,2013-06-28,Standard Class,['3139436696'],US,['Medium'],2013-07-07,Delivered
CA-2013-101938-DW-13480,['DW-13480'],2013-07-01,2013-08-06,2013-08-22,Standard Class,['121391922345'],US,['Medium'],2013-08-10,Delivered
CA-2013-101966-BM-11785,['BM-11785'],2013-07-15,2013-07-17,2013-07-19,Second Class,['31399841400'],US,['High'],2013-08-24,Delivered
CA-2013-101980-RP-19390,['RP-19390'],2013-08-20,2013-08-21,2013-08-31,First Class,['61397032289'],US,['Medium'],2013-09-29,Delivered
CA-2013-101987-HL-15040,['HL-15040'],2013-06-25,2013-07-04,2013-07-09,Standard Class,['31394392703'],US,['Medium'],2013-08-04,Delivered
CA-2013-102092-PM-18940,['PM-18940'],2013-10-12,2013-10-15,2013-10-20,First Class,['1013910383063'],US,['Medium'],2013-11-21,Delivered
CA-2013-102127-VP-21760,['VP-21760'],2013-06-27,2013-07-09,2013-07-16,Standard Class,['61397032289'],US,['Medium'],2013-08-06,Delivered
CA-2013-102134-SP-20545,['SP-20545'],2013-03-15,2013-03-20,2013-03-25,Standard Class,['313910601235'],US,['Medium'],2013-04-24,Delivered
CA-2013-102162-JF-15565,['JF-15565'],2013-12-09,2013-12-17,2013-12-22,Standard Class,['1013910382293'],US,['Medium'],2014-01-18,Delivered
CA-2013-102456-DL-12865,['DL-12865'],2013-02-27,2013-03-26,2013-03-28,First Class,['61397032289'],US,['Medium'],2013-04-08,Delivered
CA-2013-102498-JG-15160,['JG-15160'],2013-07-25,2013-07-26,2013-07-29,First Class,['101395791754'],US,['Medium'],2013-09-03,Delivered
CA-2013-102561-NK-18490,['NK-18490'],2013-07-19,2013-07-23,2013-07-29,Standard Class,['61397772498'],US,['Medium'],2013-08-28,Delivered
CA-2013-102596-RD-19810,['RD-19810'],2013-12-28,2013-12-31,2014-01-03,First Class,['613974246'],US,['Medium'],2014-02-06,Delivered
CA-2013-102792-JC-15340,['JC-15340'],2013-12-14,2013-12-20,2013-12-24,Standard Class,['121391922714'],US,['Low'],2014-01-23,Delivered
CA-2013-102813-EA-14035,['EA-14035'],2013-03-07,,,First Class,['31399841422'],US,['High'],2013-04-16,Canceled
CA-2013-102932-SD-20485,['SD-20485'],2013-09-20,2013-09-24,2013-10-01,Second Class,['61397002374'],US,['High'],2013-10-30,Delivered
CA-2013-102981-MO-17500,['MO-17500'],2013-07-09,2013-08-11,2013-08-20,Second Class,['61397032289'],US,['Medium'],2013-08-18,Delivered
CA-2013-103037-KH-16630,['KH-16630'],2013-07-26,2013-07-30,2013-08-03,Standard Class,['31399841400'],US,['High'],2013-09-04,Delivered
CA-2013-103107-RB-19465,['RB-19465'],2013-05-07,2013-05-07,2013-05-19,Same Day,['1213910502935'],US,['Medium'],2013-06-16,Delivered
